Year	site	total	ALIN	ALLI1	AMAR1	AMCH	AMFI	APRA	ARAD	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPE	ARPU	ARPU1	ARTE	ARTE1	ARWR	ASCR	ASNU	ASSU	ASTE	ASTE1	ASTE2	ASTR1	BAAB	BABI	BAMU	BAPE	BOAR	BOCU	BOER	BOER1	BOSP	BOTO	BRAS1	CABA	CACH	CAJA	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	DAPU	DECO	DEPI	DEVI	DICA	DIWI	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUDE	EUGL	EUMI	EUPH1	EUSE	EUSR	EVNU	GAPI	GIFL	GILI1	GSDL1	HAGR	HEAN	HECI	HELI1	HEPE	HODR	HOGL	HYFL	HYOD	HYVE	IVAM	KALL1	KRAM1	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MATA	MEAL	MELE	MENT1	MEPU	MILI	MOCE	MUAR	MUPO	NAHI	NYCT1	OEAL	OENO1	OEPR	PAHA	PENA	PEPA	PHAC1	PHCO	PHIN	PLPA	PSTA	RANE	SACY	SAHA	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPCC	SPHA1	SPIN	SPOR1	SPSU	SPVEG	STAR	STEP1	STEX	STPA	TAAN	TAAU	TALI1	TECO	TILA	TOAN	UKFO1	UKFO2	UKFO3	UKGR1	UKGS1	VEEN	VEWR	VUOC	XASA	XASP	XATE
1999	IBPE3	63.879	0	0	0	0	0	0.398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.652	0	0	0	0	0.308	0	0	0	0	0	0	0	0	11.295	0	0	0	0	0	0.042	2.612	0	0	0.646	0.039	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0.205	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0
2000	IBPE3	81.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.887	0	0	0	0	1.468	0	0.104	0	0	0	0	0	0	3.765	0	0.048	0	0	0.071	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE3	306.329	0	0	0	0	0	8.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.828	0.003	0	0	0	0.32	0	0.602	0	0	0	0	0	0	0	0.293	0.2	0	52.543	0	6.639	117.999	0	0	1.751	0.434	1.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37	0	1.565	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	IBPE3	156.72	0	0.001	0	0	0	0.08	0	0	0	0	0	0	4.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.262	0	0	0	0	0.331	0	0.778	0	0	0	0	0	0	0	0	0.012	0	0.091	0	2.704	0.012	0	0	0.378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522	0	2.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE3	464.599	0	0	0	0	0	0.51	0	0	0	5.411	0	0	0	0	0	0	0	0	0	0	0	0	0.464	0	0	0	0	0	0	0	0	0	164.236	0	0	0	0	0.013	0	0.312	0	0	0	0	0	0	256.773	0.364	0.002	0	1.461	0	4.281	26.26	0	0	1.023	0.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	IBPE3	137.745	0	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.129	0	0	0	0	0.016	0	1.495	0	0	0.222	0	0	0.016	5.271	0	0.002	0	0.072	0	8.08	0	0	0	0	0.021	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0.106	0	0	0	0	0	0	2.494	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.653	0	11.069	0	0	0	0	0	0	0.052	0	0.152	2.544	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE3	560.574	0	0.013	0	0	0	81.673	0	0	0	0	0	0	0	22.34	0	0	0	0	0	0	13.915	0	0	1.537	3.957	0	0	0	0	0	0	0	49.371	0	0	0	0	0.117	0	6.927	0	0	0	0	0	21.384	95.631	1.294	0	0	0.002	0	8.153	85.465	0	0	84.873	4.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285	0	0	0.163	0	0	0	0	0	3.62	0	0	0	0	45.853	0	0	0	0	0	0	0	0	0	10.202	0	1.67	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	10.987	0	0	3.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	IBPE3	48.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE3	534.859	0	0.12	0	0	0	321.918	0	0	0	0	0	0	0	2.012	0	0	0	0	0	0	4.665	0	0	0	0	0	0	0	0	0	0	0	62.797	0	0	0	0	2.675	0	21.457	0	0	0	0	0	0	0	0.084	0.204	0	0	0.024	24.957	3.855	0	0	38.203	0.008	0	0.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	0	0	0	0	0	0	0	0	0	2.937	0	1.814	0	0	0	0	0	0	0	0	0	0	0	0	1.535	0	5.391	0	0	0.328	0	0	0	0	0	0	0	0	0	0	0	1.541	0	0	0	0	0	0
2008	IBPE3	51.729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.945	0	0	0	0	0.013	0	1.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	IBPE4	203.732	0	0	0	0	0	0	0	0	0	0	18.316	0	0	0	0	0	0.717	0	0	0	0	0	0	0	0	0	0	4.417	3.552	0	0	0	133.139	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	2.623	0	0	0	0	0	0	0	0.387	0	0	0.674	0	0	0	0.08	0	0.708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	33.001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE4	222.811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.909	0	0	0	0	0	0	0	0	0	0	0	0	0	199.124	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	11.966	0	0	0	0	0.014	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0
1991	IBPE4	290.685	0	0	0	0	0	13.734	0	0	0	0	0	0	0	0	0	0	0	0	6.591	0	0	0	0	0	0	0	0	0	0.059	0	0	0	221.733	0	0	0	0	0	0	0	0	0	0.087	0	0	3.611	11.295	0	0.047	0	0	0	0	0	0	0	0.066	0.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.123	0	0.45	0	0	0	0	0	0	0	0	0.287	0	0	0	0	0.463	0	0	0.163	0	0	0	0	0	4.031	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0.431	1.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.066	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	IBPE4	479.718	0	0	0	0	0	8.621	0	0	0	0	0	0	0	0	0	0	0	0	12.904	0.249	0	0	0	0	0	0	0	0	0	0	0	0	323.211	0	0	0	0	0.052	0	0	0	0	0.144	0	0	0.024	0	0	24.39	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.338	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.453	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0	29.696	0	0	9.816	1	0	2.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	IBPE4	282.432	0	0	0	0	0	32.376	0	9.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	178.849	0	0	0	0	0	0	0	0	0	0.004	0	0	3.539	6.777	0	5.164	0	0	0	0	0.01	0	0	0.198	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.923	0	0	0	0	0	0	0	3.36	0	0	0.213	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71	0	0	0	0	0	0	0	0	0	0	0	25.425	0	0	0	0.18	0	0	0	0	0	0	0	0	1.391	0	0	0	0	0.328	1	0	1.086	0	0	0	0	0.291	0	0	0	0	0	0	0	0.01	0	0
1994	IBPE4	349.53	0	0	0	0	0	0	0	0	0.356	2.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	1.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	IBPE4	341.155	0	0	0	0	0	5.026	0	0	0	0.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	45.655	0	0	0	0	0	0	1.921	0	0	0.261	0	0	0	210.087	0.167	0.181	0	0	0	0.002	51.284	0	0	12.156	0.334	0.068	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0.467	0	0.6	0	0	0	0	0	0	0	0.002	0	5.304	0	0	3.29	0	0	0	0	0.163	0	0	0	0	0	0.639	0	0	0	0	0.199	0	0	0	0	0	0	0	0	0	0	0.431	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.805	1	0	0	0	0	0	0.716	0	0	0	0	0	0	0	0	0.007	0	0
1996	IBPE4	88.132	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.83	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0.076	0	0	0.002	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0.014	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	IBPE4	164.427	0.007	0	0	0	0	3.991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.527	0	0	0	0	0.052	0	3.895	0	0	0.542	0	0	13.819	0	0	1.48	0	0	0	0	0	0	0	0.586	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726	0	0.6	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441	0	0	0	10.136	0	0	0	0	0	0	0	0	0	0	0.087	0	0	1.388	0	0.062	0	0	0	0	1.599	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE4	283.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267.897	0	0	0	0	0.262	0	10.438	0	0	0.036	0	0	0	0	0	3.631	0	0	0	0	0	0	0	0	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515	0	0	0	0.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE4	82.534	0	0	0	0	0	0.651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	72.974	0	0	0	0	0.007	0	0.488	0	0	0	0	0	0	4.518	0	0.175	0	0	0	0	1.503	0	0	0.779	0.121	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.6	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0
2000	IBPE4	149.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.608	0	0	0	0	0.229	0	1.433	0	0	0	0	0	0.008	3.765	0	1.019	0	0	0	0	0	0	0	0.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE4	473.355	0	0	0	0	0	7.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0.006	0	0	0	291.266	0	0	0	0	0.578	0	5.608	0	0	0	0	0	0	0	0.251	0.285	0	48.59	0	0	108.337	0	0	7.643	0.998	0.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.295	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	IBPE4	252.389	0	0	0	0	0	0.176	0	0	0	2.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0	0	244.973	0	0	0	0	0.016	0	2.815	0	0	0	0	0	0	0	0	1.067	0	0.058	0	0	0	0	0	0.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE4	767.484	0	0	0	0	0	1.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	404.791	0	0	0	0	0	0	1.485	0	0	0.001	0	0	0.081	307.224	0.407	0.694	0	0.792	0	0	47.815	0	0	1.402	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246	0	0	0	0	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0
2004	IBPE4	196.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.093	0	0	0	0	0.027	0	13.865	0	0	0.079	0	0	0	1.506	0	5.478	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.02	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0.002	0.003	0	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086	0	0	0.452	0	0	0	0	0.003	0	0	0	0	0	0	0
2005	IBPE4	381.327	0	0.025	0	0	0	102.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.011	0	0	0	5.897	0	0	0	0.976	0	0	0	38.589	0	0	0	0	0.17	0	2.96	0	0	0	0	0	17.744	42.921	0.117	0.566	0	0	0	0	34.976	0	0	30.422	0.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0.6	0	0	0	0	0	0	0	0	0	0.382	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	74.728	0	0	0	0	0	0	0	0	0	0	0.431	0	0.163	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	18.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	IBPE4	83.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE4	609.745	0	0.632	0	0	0	346.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.018	0	0	0	0	0	0	0	0	0	0	0	89.407	0	0	0	0	0.38	0	19.681	0	0	0	0	0	0	0	0	2.157	0	0	0	0	0	0	0	93.419	0	0	0.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	2.14	0	0	0	0	0.447	0	0	0	0	0	0	0	1.291	0	0	0	0	0	31.611	0	0	0	0	0	0	0	0	0	0	1.294	0.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	IBPE4	181.398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.219	0	0	0	0	0	0	0.623	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	SUMM	999.433	0	0	0	0	0	0	0	0	1.016	0	34.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.533	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM	406.778	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.826	0	0	0	0	0	0	0	0	0	0	0	0	0	392.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.557	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	SUMM	440.099	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.978	0	0	0	0	0	0	0	0	0	0	0	0	0	435.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.339	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM	411.045	0	0	0	0	0	0	0	0	0	0	4.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.971	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	31.735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.904	0	0	0	1.652	0	0	0	0	0	0	0	0	0	0	0	0	0.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.283	0	0	14.208	3.454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM	424.169	0	0	0	0	0	0	0	0	0	0	17.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	29.361	0	0	0	0	0	0	0	0	0.012	0	0	0	1.15	0	0	0	0.551	0	8.544	0	0.267	0	0	0	0	0	0	0	0	0	0	0	0.014	14.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.549	0	0	0	0	0	0.24	3.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.745	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
